group	accession	protein_length	double_core	repeat1	repeat1_i_evalue	repeat2	repeat2_i_evalue
CMD-like	tr|A0A418VTX4|A0A418VTX4_9PROT	189	0				
CMD-like	tr|A0A418VWA4|A0A418VWA4_9PROT	180	0				
CMD-like	tr|A0A418VZH8|A0A418VZH8_9PROT	148	0				
CMD-like	tr|A0A418W9Y1|A0A418W9Y1_9PROT	160	0				
CMD-like	tr|A0A418WBX3|A0A418WBX3_9PROT	177	0				
CMD-like	tr|A0A418WF43|A0A418WF43_9PROT	164	0				
CMD-like	tr|A0A418WZ44|A0A418WZ44_9BURK	154	0				
CMD-like	tr|A0A418X2J4|A0A418X2J4_9BURK	130	0				
CMD-like	tr|A0A418Y695|A0A418Y695_9BURK	138	0				
CMD-like	tr|A0A418YG03|A0A418YG03_9GAMM	187	0				
CMD-like	tr|A0A418YPM9|A0A418YPM9_9SPHN	185	0				
CMD-like	tr|A0A419A4F8|A0A419A4F8_9RHOB	154	0				
CMD-like	tr|A0A419I447|A0A419I447_9PSEU	164	0				
CMD-like	tr|A0A419I9N0|A0A419I9N0_9PSEU	206	0				
CMD-like	tr|A0A419R4N8|A0A419R4N8_9SPHN	146	0				
CMD-like	tr|A0A419SBE7|A0A419SBE7_9SPHI	147	0				
CMD-like	tr|A0A420EBE9|A0A420EBE9_9ALTE	132	0				
CMD-like	tr|A0A420EF04|A0A420EF04_9SPHN	149	0				
CMD-like	tr|A0A420EII6|A0A420EII6_9SPHN	184	0				
CMD-like	tr|A0A420FCU3|A0A420FCU3_9SPHI	158	0				
CMD-like	tr|A0A420FWJ3|A0A420FWJ3_9SPHI	146	0				
CMD-like	tr|A0A421B356|A0A421B356_9PSEU	128	0				
CMD-like	tr|A0A423VYY0|A0A423VYY0_9PEZI	198	0				
CMD-like	tr|A0A426DD76|A0A426DD76_9FIRM	182	0				
CMD-like	tr|A0A426DLX6|A0A426DLX6_9FIRM	122	0				
CMD-like	tr|A0A426JRF4|A0A426JRF4_9PSEU	153	0				
CMD-like	tr|A0A426QGK2|A0A426QGK2_9GAMM	191	0				
CMD-like	tr|A0A426UWI9|A0A426UWI9_9ACTN	174	0				
CMD-like	tr|A0A427WLI2|A0A427WLI2_ACHDE	185	0				
CMD-like	tr|A0A427XR13|A0A427XR13_9TREE	160	0				
CMD-like	tr|A0A427XVW1|A0A427XVW1_9TREE	177	0				
CMD-like	tr|A0A427XZ32|A0A427XZ32_9TREE	138	0				
CMD-like	tr|A0A427YWW0|A0A427YWW0_9TREE	139	0				
CMD-like	tr|A0A428MND8|A0A428MND8_9BACT	138	0				
CMD-like	tr|A0A428WBT6|A0A428WBT6_AMYBA	184	0				
CMD-like	tr|A0A428WKI4|A0A428WKI4_AMYBA	153	0				
CMD-like	tr|A0A428WRW3|A0A428WRW3_AMYBA	158	0				
CMD-like	tr|A0A429XSP3|A0A429XSP3_9RICK	188	0				
CMD-like	tr|A0A431TG08|A0A431TG08_9BURK	151	0				
CMD-like	tr|A0A431TQY5|A0A431TQY5_9BURK	150	0				
CMD-like	tr|A0A432ML02|A0A432ML02_9BACT	187	0				
CMD-like	tr|A0A432VAV7|A0A432VAV7_9HYPH	191	0				
CMD-like	tr|A0A432W1B4|A0A432W1B4_9GAMM	176	0				
CMD-like	tr|A0A432W914|A0A432W914_9GAMM	153	0				
CMD-like	tr|A0A433RSM1|A0A433RSM1_9BACL	146	0				
CMD-like	tr|A0A433XCT3|A0A433XCT3_9BACL	137	0				
CMD-like	tr|A0A437AD47|A0A437AD47_ARTFL	161	0				
CMD-like	tr|A0A437M3F4|A0A437M3F4_9PROT	179	0				
CMD-like	tr|A0A437M6A3|A0A437M6A3_9SPHN	187	0				
CMD-like	tr|A0A437M992|A0A437M992_9SPHN	192	0				
CMD-like	tr|A0A437MA03|A0A437MA03_9SPHN	183	0				
CMD-like	tr|A0A437MZL7|A0A437MZL7_9SPHI	151	0				
CMD-like	tr|A0A437PME7|A0A437PME7_9ACTN	132	0				
CMD-like	tr|A0A437Q2W2|A0A437Q2W2_9ACTN	203	0				
CMD-like	tr|A0A437Q503|A0A437Q503_9GAMM	173	0				
CMD-like	tr|A0A437QMX3|A0A437QMX3_9PROT	125	0				
CMD-like	tr|A0A437QUB5|A0A437QUB5_9PROT	151	0				
CMD-like	tr|A0A437S7U4|A0A437S7U4_9FIRM	206	0				
CMD-like	tr|A0A439D2K0|A0A439D2K0_9PEZI	181	0				
CMD-like	tr|A0A439DYV4|A0A439DYV4_9MYCO	155	0				
CMD-like	tr|A0A443HPK6|A0A443HPK6_PAEVA	148	0				
CMD-like	tr|A0A443IN10|A0A443IN10_9RHOB	164	0				
CMD-like	tr|A0A444JVH0|A0A444JVH0_9GAMM	144	0				
CMD-like	tr|A0A444MB71|A0A444MB71_9RHOB	202	0				
CMD-like	tr|A0A444VQN3|A0A444VQN3_9FLAO	146	0				
CMD-like	tr|A0A447G999|A0A447G999_9MYCO	189	0				
CMD-like	tr|A0A451G4E0|A0A451G4E0_9GAMM	126	0				
CMD-like	tr|A0A454JLU0|A0A454JLU0_9NEIS	179	0				
CMD-like	tr|A0A480ALC3|A0A480ALC3_9BURK	187	0				
CMD-like	tr|A0A485C0S8|A0A485C0S8_KLUCR	151	0				
CMD-like	tr|A0A485D5Z1|A0A485D5Z1_KLUCR	141	0				
CMD-like	tr|A0A494RX63|A0A494RX63_9CORY	156	0				
CMD-like	tr|A0A494T969|A0A494T969_SPHPE	135	0				
CMD-like	tr|A0A494VSD9|A0A494VSD9_9SPHI	178	0				
CMD-like	tr|A0A7G1KI13|A0A7G1KI13_9NOCA	168	0				
CMD-like	tr|A0A7G2CP13|A0A7G2CP13_9TRYP	194	0				
CMD-like	tr|A0A7G2CQ73|A0A7G2CQ73_9TRYP	150	0				
CMD-like	tr|A0A7G2CT03|A0A7G2CT03_9TRYP	150	0				
CMD-like	tr|A0A7G5DV98|A0A7G5DV98_9PSED	187	0				
CMD-like	tr|A0A7G5DYZ5|A0A7G5DYZ5_9SPHI	131	0				
CMD-like	tr|A0A7G5EBK4|A0A7G5EBK4_9BURK	172	0				
CMD-like	tr|A0A7G5GXB2|A0A7G5GXB2_9BACT	196	0				
CMD-like	tr|A0A7G5IEH4|A0A7G5IEH4_9SPHN	181	0				
CMD-like	tr|A0A7G5II89|A0A7G5II89_9SPHN	195	0				
CMD-like	tr|A0A7G7BWG7|A0A7G7BWG7_9ACTN	182	0				
CMD-like	tr|A0A7G7GDZ9|A0A7G7GDZ9_9BACT	145	0				
CMD-like	tr|A0A7G8BDM0|A0A7G8BDM0_9BACT	193	0				
CMD-like	tr|A0A7G8BEX9|A0A7G8BEX9_9BACT	160	0				
CMD-like	tr|A0A7G8BGJ7|A0A7G8BGJ7_9BACT	136	0				
CMD-like	tr|A0A7G8BPZ0|A0A7G8BPZ0_9BACT	186	0				
CMD-like	tr|A0A7G8BQB3|A0A7G8BQB3_9BACT	177	0				
CMD-like	tr|A0A7G8Q5H7|A0A7G8Q5H7_9GAMM	178	0				
CMD-like	tr|A0A7G8Q5S9|A0A7G8Q5S9_9GAMM	140	0				
CMD-like	tr|A0A7G8Q6A7|A0A7G8Q6A7_9GAMM	155	0				
CMD-like	tr|A0A7G9RG42|A0A7G9RG42_9ACTN	184	0				
CMD-like	tr|A0A7G9RVC0|A0A7G9RVC0_9BURK	152	0				
CMD-like	tr|A0A7G9RWN5|A0A7G9RWN5_9FIRM	149	0				
CMD-like	tr|A0A7G9WKX5|A0A7G9WKX5_9FIRM	134	0				
CMD-like	tr|A0A7H0ILS0|A0A7H0ILS0_9ACTN	145	0				
CMD-like	tr|A0A7H0IMP5|A0A7H0IMP5_9ACTN	153	0				
CMD-like	tr|A0A7H0ISL3|A0A7H0ISL3_9ACTN	149	0				
CMD-like	tr|A0A7H0ITN8|A0A7H0ITN8_9ACTN	165	0				
CMD-like	tr|A0A7H0LQX6|A0A7H0LQX6_9SPHN	176	0				
CMD-like	tr|A0A7H0VFS7|A0A7H0VFS7_9FLAO	182	0				
CMD-like	tr|A0A7H8QMA0|A0A7H8QMA0_TALRU	201	0				
CMD-like	tr|A0A7H9ANM5|A0A7H9ANM5_9FLAO	190	0				
CMD-like	tr|A0A7H9BKP4|A0A7H9BKP4_9NEIS	181	0				
CMD-like	tr|A0A7H9DUV5|A0A7H9DUV5_9FLAO	144	0				
CMD-like	tr|A0A7I7JQA8|A0A7I7JQA8_9MYCO	131	0				
CMD-like	tr|A0A7I7JWG5|A0A7I7JWG5_9MYCO	173	0				
CMD-like	tr|A0A7I7K071|A0A7I7K071_9MYCO	194	0				
CMD-like	tr|A0A7I7KQ52|A0A7I7KQ52_9MYCO	130	0				
CMD-like	tr|A0A7I7L094|A0A7I7L094_9MYCO	184	0				
CMD-like	tr|A0A7I7L287|A0A7I7L287_9MYCO	188	0				
CMD-like	tr|A0A7I7L3R6|A0A7I7L3R6_9MYCO	172	0				
CMD-like	tr|A0A7I7L3W0|A0A7I7L3W0_9MYCO	186	0				
CMD-like	tr|A0A7I7MTC0|A0A7I7MTC0_9MYCO	195	0				
CMD-like	tr|A0A7I7P0S9|A0A7I7P0S9_9MYCO	133	0				
CMD-like	tr|A0A7I7P369|A0A7I7P369_9MYCO	196	0				
CMD-like	tr|A0A7I7PB69|A0A7I7PB69_9MYCO	189	0				
CMD-like	tr|A0A7I7PIL2|A0A7I7PIL2_9MYCO	187	0				
CMD-like	tr|A0A7I7Q207|A0A7I7Q207_9MYCO	155	0				
CMD-like	tr|A0A7I7QEI5|A0A7I7QEI5_9MYCO	174	0				
CMD-like	tr|A0A7I7QXC2|A0A7I7QXC2_9MYCO	176	0				
CMD-like	tr|A0A7I7RWV2|A0A7I7RWV2_9MYCO	202	0				
CMD-like	tr|A0A7I7SMN1|A0A7I7SMN1_9MYCO	131	0				
CMD-like	tr|A0A7I7TBL8|A0A7I7TBL8_9MYCO	170	0				
CMD-like	tr|A0A7I7WDI6|A0A7I7WDI6_9MYCO	188	0				
CMD-like	tr|A0A7I7X477|A0A7I7X477_9MYCO	207	0				
CMD-like	tr|A0A7I7YRA8|A0A7I7YRA8_9MYCO	180	0				
CMD-like	tr|A0A7I7ZU46|A0A7I7ZU46_9MYCO	156	0				
CMD-like	tr|A0A7I8DAR2|A0A7I8DAR2_9BACL	161	0				
CMD-like	tr|A0A7I8DCZ0|A0A7I8DCZ0_9BACL	126	0				
CMD-like	tr|A0A7I9WX57|A0A7I9WX57_9MYCO	143	0				
CMD-like	tr|A0A7I9Y094|A0A7I9Y094_9MYCO	202	0				
CMD-like	tr|A0A939JM89|A0A939JM89_9ACTN	171	0				
CMD-like	tr|A0A939LXV5|A0A939LXV5_9MICO	130	0				
CMD-like	tr|A0A939MKD1|A0A939MKD1_9MICO	142	0				
CMD-like	tr|A0A939P843|A0A939P843_9ACTN	175	0				
CMD-like	tr|A0A939P870|A0A939P870_9ACTN	210	0				
CMD-like	tr|A0A939PAJ3|A0A939PAJ3_9ACTN	203	0				
CMD-like	tr|A0A939PE57|A0A939PE57_9ACTN	183	0				
CMD-like	tr|A0A939QK53|A0A939QK53_9MICO	149	0				
CMD-like	tr|A0A939RUC9|A0A939RUC9_9CELL	149	0				
CMD-like	tr|A0A939SAI4|A0A939SAI4_9MICO	147	0				
CMD-like	tr|A0A939T2H1|A0A939T2H1_9ACTN	161	0				
CMD-like	tr|A0A939T7T3|A0A939T7T3_9ACTN	180	0				
CMD-like	tr|A0A940MIJ7|A0A940MIJ7_9ACTN	187	0				
CMD-like	tr|A0A940NW90|A0A940NW90_9BACI	126	0				
CMD-like	tr|A0A940P3V7|A0A940P3V7_9ENTE	145	0				
CMD-like	tr|A0A940XKW4|A0A940XKW4_9ACTN	192	0				
CMD-like	tr|A0A940Y632|A0A940Y632_9ACTN	200	0				
CMD-like	tr|A0A941AUS0|A0A941AUS0_9GAMM	146	0				
CMD-like	tr|A0A941D3H9|A0A941D3H9_9CAUL	184	0				
CMD-like	tr|A0A941E8L3|A0A941E8L3_9ACTN	193	0				
CMD-like	tr|A0A941EFN4|A0A941EFN4_9ACTN	151	0				
CMD-like	tr|A0A941ESQ0|A0A941ESQ0_9ACTN	152	0				
CMD-like	tr|A0A941FBK5|A0A941FBK5_9ACTN	184	0				
CMD-like	tr|A0A941HUP2|A0A941HUP2_9CAUL	184	0				
CMD-like	tr|A0A941I7I5|A0A941I7I5_9BURK	155	0				
CMD-like	tr|A0A941IWF6|A0A941IWF6_9ACTN	192	0				
CMD-like	tr|A0A942IDY0|A0A942IDY0_9HYPH	133	0				
CMD-like	tr|A0A942UQ34|A0A942UQ34_9BACI	125	0				
CMD-like	tr|A0A944HA66|A0A944HA66_DENI1	200	0				
CMD-like	tr|A0A947D886|A0A947D886_9HYPH	152	0				
CMD-like	tr|A0A947D9Z0|A0A947D9Z0_9HYPH	158	0				
CMD-like	tr|A0A949JDZ5|A0A949JDZ5_9ACTN	152	0				
CMD-like	tr|A0A949PJS0|A0A949PJS0_9HYPH	194	0				
CMD-like	tr|A0A953HK37|A0A953HK37_9BACT	153	0				
CMD-like	tr|A0A964E6J1|A0A964E6J1_9PROT	139	0				
CMD-like	tr|A0A964T8E3|A0A964T8E3_9HYPH	185	0				
CMD-like	tr|A0A964XMP6|A0A964XMP6_9ACTN	134	0				
CMD-like	tr|A0A965ZDL6|A0A965ZDL6_9SPHI	152	0				
CMD-like	tr|A0A967EA45|A0A967EA45_9MICO	139	0				
CMD-like	tr|A0A967EA65|A0A967EA65_9MICO	184	0				
CMD-like	tr|A0A967EZ01|A0A967EZ01_9PROT	130	0				
CMD-like	tr|A0A967EZ76|A0A967EZ76_9PROT	153	0				
CMD-like	tr|A0A967KEI7|A0A967KEI7_9PROT	184	0				
CMD-like	tr|A0A969W8V7|A0A969W8V7_9GAMM	121	0				
CMD-like	tr|A0A972F5S7|A0A972F5S7_9RHOO	122	0				
CMD-like	tr|A0A972FLZ6|A0A972FLZ6_9FLAO	148	0				
CMD-like	tr|A0A972GV71|A0A972GV71_9BACL	151	0				
CMD-like	tr|A0A972NKS5|A0A972NKS5_9BURK	162	0				
CMD-like	tr|A0A972NM53|A0A972NM53_9BURK	186	0				
CMD-like	tr|A0A973VYD0|A0A973VYD0_9BRAD	175	0				
CMD-like	tr|A0A974NSP6|A0A974NSP6_9SPHN	123	0				
CMD-like	tr|A0A974NYZ8|A0A974NYZ8_9SPHN	204	0				
CMD-like	tr|A0A974PB28|A0A974PB28_9BACL	148	0				
CMD-like	tr|A0A974PJQ7|A0A974PJQ7_9HYPH	132	0				
CMD-like	tr|A0A974SEW4|A0A974SEW4_9BACL	136	0				
CMD-like	tr|A0A974SJA2|A0A974SJA2_9HYPH	125	0				
CMD-like	tr|A0A974XER1|A0A974XER1_9FIRM	197	0				
CMD-like	tr|A0A975G3E5|A0A975G3E5_9CAUL	198	0				
CMD-like	tr|A0A975GVX6|A0A975GVX6_9CAUL	201	0				
CMD-like	tr|A0A975IV25|A0A975IV25_9CAUL	125	0				
CMD-like	tr|A0ABP8US69|A0ABP8US69_9ACTN	125	0				
CMD-like	tr|A0ABP8VRW2|A0ABP8VRW2_9PSEU	151	0				
CMD-like	tr|A0ABP8WF59|A0ABP8WF59_9ACTN	152	0				
CMD-like	tr|A0ABP8XLY5|A0ABP8XLY5_9PSEU	128	0				
CMD-like	tr|A0ABP8Z384|A0ABP8Z384_9ACTN	177	0				
CMD-like	tr|A0ABP9ATN6|A0ABP9ATN6_9ACTN	194	0				
CMD-like	tr|A0ABP9BQ61|A0ABP9BQ61_9MICC	152	0				
CMD-like	tr|A0ABP9BVK8|A0ABP9BVK8_9ACTN	157	0				
CMD-like	tr|A0ABP9BY00|A0ABP9BY00_9SPHI	150	0				
CMD-like	tr|A0ABP9C1N2|A0ABP9C1N2_9SPHI	145	0				
CMD-like	tr|A0ABP9CMU8|A0ABP9CMU8_9ACTN	144	0				
CMD-like	tr|A0ABP9DV46|A0ABP9DV46_9PSEU	206	0				
CMD-like	tr|A0ABP9F5X7|A0ABP9F5X7_9PSEU	187	0				
CMD-like	tr|A0ABP9I3J7|A0ABP9I3J7_9ACTN	161	0				
CMD-like	tr|A0ABP9IC93|A0ABP9IC93_9ACTN	198	0				
CMD-like	tr|A0ABP9KNP1|A0ABP9KNP1_9NOCA	196	0				
CMD-like	tr|A0ABP9L3X8|A0ABP9L3X8_9RHOB	185	0				
CMD-like	tr|A0ABP9M2B8|A0ABP9M2B8_9MICO	141	0				
CMD-like	tr|A0ABP9MBC2|A0ABP9MBC2_9GAMM	182	0				
CMD-like	tr|A0ABP9NUU0|A0ABP9NUU0_9PSEU	141	0				
CMD-like	tr|A0ABP9Q4Q2|A0ABP9Q4Q2_9PSEU	147	0				
CMD-like	tr|A0ABP9Q8U4|A0ABP9Q8U4_9PSEU	179	0				
CMD-like	tr|A0ABP9QAS7|A0ABP9QAS7_9PSEU	199	0				
CMD-like	tr|A0ABP9QNH3|A0ABP9QNH3_9PSEU	186	0				
CMD-like	tr|A0ABP9QRX7|A0ABP9QRX7_9RHOO	151	0				
CMD-like	tr|A0ABP9SCA7|A0ABP9SCA7_9MICC	160	0				
CMD-like	tr|A0ABP9SE52|A0ABP9SE52_9ACTN	152	0				
CMD-like	tr|A0ABP9SP79|A0ABP9SP79_9ACTN	146	0				
CMD-like	tr|A0ABP9TL30|A0ABP9TL30_9MICC	155	0				
CMD-like	tr|A0ABP9TP13|A0ABP9TP13_9MICC	143	0				
CMD-like	tr|A0ABP9U1V8|A0ABP9U1V8_9MICO	163	0				
CMD-like	tr|A0ABP9WKV2|A0ABP9WKV2_9MICO	133	0				
CMD-like	tr|A0ABP9WQZ8|A0ABP9WQZ8_9GAMM	174	0				
CMD-like	tr|A0ABP9Y0K1|A0ABP9Y0K1_9FUNG	123	0				
CMD-like	tr|A0ABQ0A674|A0ABQ0A674_9GAMM	137	0				
CMD-like	tr|A0ABQ0AAL1|A0ABQ0AAL1_9GAMM	190	0				
CMD-like	tr|A0ABQ0AB81|A0ABQ0AB81_9GAMM	149	0				
CMD-like	tr|A0ABQ0AB82|A0ABQ0AB82_9GAMM	150	0				
CMD-like	tr|A0ABQ0ADG2|A0ABQ0ADG2_9GAMM	177	0				
CMD-like	tr|A0ABQ0HH36|A0ABQ0HH36_9ACTN	144	0				
CMD-like	tr|A0ABQ0K102|A0ABQ0K102_9BACT	126	0				
CMD-like	tr|A0ABQ0M679|A0ABQ0M679_MYCCL	153	0				
CMD-like	tr|A0ABQ0MDW2|A0ABQ0MDW2_9BACT	135	0				
CMD-like	tr|A0ABQ0MTG9|A0ABQ0MTG9_9GAMM	140	0				
CMD-like	tr|A0ABQ0Q0Q4|A0ABQ0Q0Q4_9PROT	131	0				
CMD-like	tr|A0ABQ0Q298|A0ABQ0Q298_9PROT	152	0				
CMD-like	tr|A0ABQ0QNB9|A0ABQ0QNB9_9PROT	124	0				
CMD-like	tr|A0ABQ0XCP6|A0ABQ0XCP6_9LACO	128	0				
CMD-like	tr|A0ABQ0XEM5|A0ABQ0XEM5_9LACO	122	0				
CMD-like	tr|A0ABQ0YNK1|A0ABQ0YNK1_9NOCA	152	0				
CMD-like	tr|A0ABQ1HWW6|A0ABQ1HWW6_9ALTE	124	0				
CMD-like	tr|A0ABQ1NFL5|A0ABQ1NFL5_9BURK	135	0				
CMD-like	tr|A0ABQ1NX54|A0ABQ1NX54_9MICC	126	0				
CMD-like	tr|A0ABQ1PAX2|A0ABQ1PAX2_9GAMM	147	0				
CMD-like	tr|A0ABQ1PGE5|A0ABQ1PGE5_9MICC	188	0				
CMD-like	tr|A0ABQ1RFE2|A0ABQ1RFE2_9ALTE	179	0				
CMD-like	tr|A0ABQ1RJG0|A0ABQ1RJG0_9MICO	144	0				
CMD-like	tr|A0ABQ1S9Y6|A0ABQ1S9Y6_9SPHN	189	0				
CMD-like	tr|A0ABQ1SFU1|A0ABQ1SFU1_9FLAO	185	0				
CMD-like	tr|A0ABQ1TY68|A0ABQ1TY68_9GAMM	177	0				
CMD-like	tr|A0ABQ1UXT6|A0ABQ1UXT6_9BACT	155	0				
CMD-like	tr|A0A494VU45|A0A494VU45_9SPHI	181	0				
CMD-like	tr|A0A494W1C8|A0A494W1C8_9SPHN	182	0				
CMD-like	tr|A0A494W5G6|A0A494W5G6_9SPHN	141	0				
CMD-like	tr|A0A495VYE9|A0A495VYE9_9PSEU	182	0				
CMD-like	tr|A0A495W1G5|A0A495W1G5_9PSEU	132	0				
CMD-like	tr|A0A495XK18|A0A495XK18_9PSEU	128	0				
CMD-like	tr|A0A496PN71|A0A496PN71_9MICC	157	0				
CMD-like	tr|A0A498QG74|A0A498QG74_9MYCO	192	0				
CMD-like	tr|A0A4D4JA38|A0A4D4JA38_9PSEU	132	0				
CMD-like	tr|A0A4D4JAP5|A0A4D4JAP5_9PSEU	123	0				
CMD-like	tr|A0A4D7AP58|A0A4D7AP58_9HYPH	151	0				
CMD-like	tr|A0A4D7B0U6|A0A4D7B0U6_9HYPH	154	0				
CMD-like	tr|A0A4D7B0X2|A0A4D7B0X2_9HYPH	130	0				
CMD-like	tr|A0A4D7B4Q6|A0A4D7B4Q6_9HYPH	180	0				
CMD-like	tr|A0A4D7BK02|A0A4D7BK02_9HYPH	153	0				
CMD-like	tr|A0A4D7CB70|A0A4D7CB70_9SPHN	180	0				
CMD-like	tr|A0A4P2VI41|A0A4P2VI41_FLUSA	182	0				
CMD-like	tr|A0A4P6EH56|A0A4P6EH56_9MICO	183	0				
CMD-like	tr|A0A4P6FAQ2|A0A4P6FAQ2_9MICO	184	0				
CMD-like	tr|A0A4P6JJY4|A0A4P6JJY4_KTERU	156	0				
CMD-like	tr|A0A4P6KGP5|A0A4P6KGP5_9MICO	145	0				
CMD-like	tr|A0A4P6MS10|A0A4P6MS10_9BACT	145	0				
CMD-like	tr|A0A4P6MTU1|A0A4P6MTU1_9MICO	155	0				
CMD-like	tr|A0A4P6MTW0|A0A4P6MTW0_9MICO	209	0				
CMD-like	tr|A0A4P6MYS7|A0A4P6MYS7_9MICO	188	0				
CMD-like	tr|A0A4P6PD33|A0A4P6PD33_9GAMM	125	0				
CMD-like	tr|A0A4P7BGX6|A0A4P7BGX6_9BURK	179	0				
CMD-like	tr|A0A4P7C0K7|A0A4P7C0K7_9GAMM	190	0				
CMD-like	tr|A0A4P7D571|A0A4P7D571_9BURK	127	0				
CMD-like	tr|A0A4P7D905|A0A4P7D905_9BURK	182	0				
CMD-like	tr|A0A4P8I0E5|A0A4P8I0E5_9BURK	185	0				
CMD-like	tr|A0A4P8IXU5|A0A4P8IXU5_9BURK	179	0				
CMD-like	tr|A0A4P8YNS0|A0A4P8YNS0_9ENTR	143	0				
CMD-like	tr|A0A4P9VJB2|A0A4P9VJB2_9GAMM	143	0				
CMD-like	tr|A0A4P9Y0Z2|A0A4P9Y0Z2_9FUNG	188	0				
CMD-like	tr|A0A4Q0MNU1|A0A4Q0MNU1_9HYPH	138	0				
CMD-like	tr|A0A4Q0XGE0|A0A4Q0XGE0_9FLAO	159	0				
CMD-like	tr|A0A4Q1QN39|A0A4Q1QN39_9ACTN	184	0				
CMD-like	tr|A0A4Q2KSG0|A0A4Q2KSG0_9MICO	134	0				
CMD-like	tr|A0A4Q2KVB2|A0A4Q2KVB2_9MICO	129	0				
CMD-like	tr|A0A4Q2R671|A0A4Q2R671_9HYPH	172	0				
CMD-like	tr|A0A4Q2U1E8|A0A4Q2U1E8_9HYPH	182	0				
CMD-like	tr|A0A4Q2U2R5|A0A4Q2U2R5_9HYPH	147	0				
CMD-like	tr|A0A4Q2UE88|A0A4Q2UE88_9HYPH	152	0				
CMD-like	tr|A0A4Q4T3M0|A0A4Q4T3M0_9PEZI	206	0				
CMD-like	tr|A0A4Q4ZB66|A0A4Q4ZB66_9ACTN	120	0				
CMD-like	tr|A0A4Q5LK66|A0A4Q5LK66_9SPHI	149	0				
CMD-like	tr|A0A4Q5LZQ3|A0A4Q5LZQ3_9BACT	180	0				
CMD-like	tr|A0A4Q6XI73|A0A4Q6XI73_9GAMM	143	0				
CMD-like	tr|A0A4Q6XMU7|A0A4Q6XMU7_9SPHI	148	0				
CMD-like	tr|A0A4Q6XTY1|A0A4Q6XTY1_9SPHN	156	0				
CMD-like	tr|A0A4Q7AMI6|A0A4Q7AMI6_9GAMM	149	0				
CMD-like	tr|A0A4Q7J1H9|A0A4Q7J1H9_9PSEU	161	0				
CMD-like	tr|A0A4Q7N783|A0A4Q7N783_9BURK	190	0				
CMD-like	tr|A0A4Q7NF38|A0A4Q7NF38_9BURK	139	0				
CMD-like	tr|A0A4Q7NJ25|A0A4Q7NJ25_9BURK	195	0				
CMD-like	tr|A0A4Q7NMB3|A0A4Q7NMB3_9BURK	128	0				
CMD-like	tr|A0A4Q7U030|A0A4Q7U030_9MICO	156	0				
CMD-like	tr|A0A4Q7U0X5|A0A4Q7U0X5_9MICO	196	0				
CMD-like	tr|A0A4Q7UR82|A0A4Q7UR82_PSEST	139	0				
CMD-like	tr|A0A4Q7VRT6|A0A4Q7VRT6_9BURK	191	0				
CMD-like	tr|A0A4Q7YF79|A0A4Q7YF79_9BACT	206	0				
CMD-like	tr|A0A4Q8QMF1|A0A4Q8QMF1_9FLAO	162	0				
CMD-like	tr|A0A4Q9FPL0|A0A4Q9FPL0_9FLAO	144	0				
CMD-like	tr|A0A4Q9GJE9|A0A4Q9GJE9_9HYPH	141	0				
CMD-like	tr|A0A4Q9HZS7|A0A4Q9HZS7_STRKA	177	0				
CMD-like	tr|A0A4Q9NNE0|A0A4Q9NNE0_9APHY	185	0				
CMD-like	tr|A0A4Q9QIR3|A0A4Q9QIR3_9GAMM	147	0				
CMD-like	tr|A0A4Q9REF0|A0A4Q9REF0_9GAMM	144	0				
CMD-like	tr|A0A4Q9UYZ8|A0A4Q9UYZ8_9ACTO	151	0				
CMD-like	tr|A0A4Q9VXW7|A0A4Q9VXW7_9HYPH	133	0				
CMD-like	tr|A0A4Q9Z4C8|A0A4Q9Z4C8_9FLAO	144	0				
CMD-like	tr|A0A4R0HFJ5|A0A4R0HFJ5_9ENTR	179	0				
CMD-like	tr|A0A4R0HWS3|A0A4R0HWS3_9ACTN	184	0				
CMD-like	tr|A0A4R0IIA9|A0A4R0IIA9_9ACTN	147	0				
CMD-like	tr|A0A4R0IWF6|A0A4R0IWF6_9ACTN	156	0				
CMD-like	tr|A0A4R0NLP4|A0A4R0NLP4_9SPHI	181	0				
CMD-like	tr|A0A4R0X306|A0A4R0X306_9BURK	132	0				
CMD-like	tr|A0A4R1CF17|A0A4R1CF17_9ACTN	152	0				
CMD-like	tr|A0A4R1I4D9|A0A4R1I4D9_ANCAQ	153	0				
CMD-like	tr|A0A4R1RIG6|A0A4R1RIG6_HYDET	128	0				
CMD-like	tr|A0A4R1YMK3|A0A4R1YMK3_9RHOB	138	0				
CMD-like	tr|A0A4R2JT34|A0A4R2JT34_9PSEU	121	0				
CMD-like	tr|A0A4R2QQU5|A0A4R2QQU5_9PSEU	192	0				
CMD-like	tr|A0A4R2R153|A0A4R2R153_9PSEU	129	0				
CMD-like	tr|A0A4R3JET9|A0A4R3JET9_9PROT	130	0				
CMD-like	tr|A0A4R3JFI5|A0A4R3JFI5_9RHOB	200	0				
CMD-like	tr|A0A4R3LUY7|A0A4R3LUY7_9HYPH	130	0				
CMD-like	tr|A0A4R3M210|A0A4R3M210_9BURK	125	0				
CMD-like	tr|A0A4R3M4X3|A0A4R3M4X3_9HYPH	185	0				
CMD-like	tr|A0A4R3MJU7|A0A4R3MJU7_9HYPH	129	0				
CMD-like	tr|A0A4R3QIP2|A0A4R3QIP2_9HYPH	138	0				
CMD-like	tr|A0A4R3UW23|A0A4R3UW23_9BURK	198	0				
